1;WOJEWÓDZTWO;TYP;NAZWA URZĘDU;KOD;MIASTO;ULICA;NR BUDYNKU / LOKALU;adres;POCZTA;NR TELEFONU   wraz z nr kierunkowym  ;NR FAXU;ADRES E-MAIL URZĘDU;kod jednostki;ADRESY STRON BIP JEDNOSTEK KAS
500;świętokrzyskie;US;Urząd Skarbowy w Starachowicach;27-200;Starachowice;Składowa;33;27-200 Starachowice, Składowa 33;Starachowice;(41) 276-21-00;(41) 276-21-29;us2612@sk.mofnet.gov.pl;2612;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-starachowicach
501;świętokrzyskie;US;Urząd Skarbowy w Staszowie;28-200;Staszów;Oględowska;12;28-200 Staszów, Oględowska 12;Staszów;(15) 864-67-00;(15) 864-30-79;us2613@sk.mofnet.gov.pl;2613;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-staszowie
502;świętokrzyskie;US;Urząd Skarbowy w Kazimierzy Wielkiej;28-500;Kazimierza Wielka;Tadeusza Kościuszki ;16;28-500 Kazimierza Wielka, Tadeusza Kościuszki  16;Kazimierza Wielka;(41) 350-11-30;(41) 350-11-40;us2614@sk.mofnet.gov.pl;2614;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-kazimierzy-wielkiej
503;świętokrzyskie;US;Urząd Skarbowy we Włoszczowie;29-100;Włoszczowa;Wiśniowa;10;29-100 Włoszczowa, Wiśniowa 10;Włoszczowa;(41) 394-10-62;(41) 394-43-00;us2615@sk.mofnet.gov.pl;2615;www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-we-wloszczowie
504;świętokrzyskie;WUS;Świętokrzyski Urząd Skarbowy w Kielcach;25-647;Kielce;Częstochowska ;20;25-647 Kielce, Częstochowska  20;Kielce;(41) 364-75-07;(41) 364-75-50;us2671@sk.mofnet.gov.pl;2671;www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-skarbowy-w-kielcach
505;świętokrzyskie;UCS;Świętokrzyski Urząd Celno-Skarbowy w Kielcach;25-001;Kielce;Wesoła ;56;25-001 Kielce, Wesoła  56;Kielce;41 364 28 10;41 364-28-47;ucs348000@sk.mofnet.gov.pl;348000;www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
506;świętokrzyskie;DUCS;Delegatura UCS w Kielcach;25-116;Kielce;Ściegiennego;264 D;25-116 Kielce, Ściegiennego 264 D;Kielce;41 348 99 30;41 348 99 50;ducs341000@mf.gov.pl;341000;www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
507;świętokrzyskie;OC;Oddział Celny w Kielcach;25-116;Kielce;Ściegiennego;264 D;25-116 Kielce, Ściegiennego 264 D;Kielce;(41) 362-99-30;(41) 362 03 64;ockielce.sekretariat@mf.gov.pl;341010;www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
508;świętokrzyskie;OC;Oddział Celny w Starachowicach;27-200;Starachowice;Radomska;53;27-200 Starachowice, Radomska 53;Starachowice;41 274-90-80;41 278-88-79;ocstarachowice.sekretariat@mf.gov.pl;341020;www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
509;świętokrzyskie;OC;Oddział Celny w Sandomierzu;27-600;Sandomierz;Przemysłowa;7;27-600 Sandomierz, Przemysłowa 7;Sandomierz;15 832-60-50;15 832-78-61;ocsandomierz.sekretariat@mf.gov.pl;341030;www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
510;warmińsko-mazurskie;IAS;Izba Administracji Skarbowej w Olsztynie;10-950;Olsztyn;Al. Marszałka Józefa Piłsudskiego;59A;10-950 Olsztyn, Al. Marszałka Józefa Piłsudskiego 59A;Olsztyn;(89) 534-49-44,;(89) 534-32-20, (89) 539-97-33;is@wm.mofnet.gov.pl;2801;www.warminsko-mazurskie.kas.gov.pl
511;warmińsko-mazurskie;US;Urząd Skarbowy w Bartoszycach;11-200 ;Bartoszyce;Bohaterów Warszawy;5;11-200  Bartoszyce, Bohaterów Warszawy 5;Bartoszyce;(89) 762-79-30;(89) 762-54-10;us2802@wm.mofnet.gov.pl;2802;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-bartoszycach
512;warmińsko-mazurskie;US;Urząd Skarbowy w Braniewie;14-500;Braniewo;Jana Matejki;6;14-500 Braniewo, Jana Matejki 6;Braniewo;(55) 243-95-00;(55) 243-95-30;us2803@wm.mofnet.gov.pl;2803;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-braniewie
513;warmińsko-mazurskie;US;Urząd Skarbowy w Działdowie;13-200;Działdowo;Marii Skłodowskiej-Curie;35A;13-200 Działdowo, Marii Skłodowskiej-Curie 35A;Działdowo;(23) 697-30-97, (23) 697-31-43;(23) 696-01-86;us2804@wm.mofnet.gov.pl;2804;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-dzialdowie
514;warmińsko-mazurskie;US;Urząd Skarbowy w Elblągu;82-300;Elbląg;Adama Mickiewicza;43;82-300 Elbląg, Adama Mickiewicza 43;Elbląg;(55) 611-56-00;(55) 611-57-43;us2805@wm.mofnet.gov.pl;2805;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-elblagu
515;warmińsko-mazurskie;US;Urząd Skarbowy w Ełku;19-300;Ełk;Wojska Polskiego;67;19-300 Ełk, Wojska Polskiego 67;Ełk;(87) 610-41-00, (87) 610-55-35, (87) 621-65-54, (87) 610-39-92;(87) 521-30-69;us2806@wm.mofnet.gov.pl;2806;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-elku
516;warmińsko-mazurskie;US;Urząd Skarbowy w Giżycku;11-500;Giżycko;I Dywizji im. T. Kościuszki;15;11-500 Giżycko, I Dywizji im. T. Kościuszki 15;Giżycko;(87) 429-93-00;(87) 428-35-07;us2807@wm.mofnet.gov.pl;2807;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-gizycku
517;warmińsko-mazurskie;US;Urząd Skarbowy w Iławie;14-200;Iława;Wojska Polskiego;26;14-200 Iława, Wojska Polskiego 26;Iława;(89) 649-14-00;(89) 649-14-40;us2808@wm.mofnet.gov.pl;2808;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ilawie
518;warmińsko-mazurskie;US;Urząd Skarbowy w Kętrzynie;11-400;Kętrzyn;Powstańców Warszawy;13;11-400 Kętrzyn, Powstańców Warszawy 13;Kętrzyn;(89) 751-78-00;(89) 751-78-01;us2809@wm.mofnet.gov.pl;2809;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ketrzynie
519;warmińsko-mazurskie;US;Urząd Skarbowy w Nidzicy;13-100 ;Nidzica;Stefana Żeromskiego;11;13-100  Nidzica, Stefana Żeromskiego 11;Nidzica;(89) 523-18-00;(89) 523-18-01;us2810@wm.mofnet.gov.pl;2810;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-nidzicy
520;warmińsko-mazurskie;US;Urząd Skarbowy w Nowym Mieście Lubawskim;13-300 ;Nowe Miasto Lubawskie;Działyńskich;3;13-300  Nowe Miasto Lubawskie, Działyńskich 3;Nowe Miasto Lubawskie;(56) 472-62-79;(56) 472-62-80;us2811@wm.mofnet.gov.pl;2811;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-nowym-miescie-lubawskim
521;warmińsko-mazurskie;US;Urząd Skarbowy w Olecku;19-400 ;Olecko;Wojska Polskiego ;7;19-400  Olecko, Wojska Polskiego  7;Olecko;(87) 629-42-00;(87) 629-42-43;us2812@wm.mofnet.gov.pl;2812;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-olecku
522;warmińsko-mazurskie;US;Urząd Skarbowy w Olsztynie;10-950;Olsztyn;Al. Marszałka J. Piłsudskiego;59;10-950 Olsztyn, Al. Marszałka J. Piłsudskiego 59;Olsztyn;(89) 539-24-00;(89) 539-26-00;us2813@wm.mofnet.gov.pl;2813;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-olsztynie
523;warmińsko-mazurskie;US;Urząd Skarbowy w Ostródzie;14-100;Ostróda;Olsztyńska  ;5B;14-100 Ostróda, Olsztyńska   5B;Ostróda;(89) 640-71-00;(89) 640-71-06;us2814@wm.mofnet.gov.pl;2814;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ostrodzie
524;warmińsko-mazurskie;US;Urząd Skarbowy w Piszu;12-200;Pisz;Okopowa  ;2;12-200 Pisz, Okopowa   2;Pisz;(87) 423-35-16;(87) 423-25-70;us2815@wm.mofnet.gov.pl;2815;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-piszu
525;warmińsko-mazurskie;US;Urząd Skarbowy w Szczytnie;12-100;Szczytno;Warszawska  ;5;12-100 Szczytno, Warszawska   5;Szczytno;(89) 624-75-30;(89) 624-75-32;us2816@wm.mofnet.gov.pl;2816;www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-szczytnie
526;warmińsko-mazurskie;WUS;Warmińsko-Mazurski Urząd Skarbowy w Olsztynie;10-408 ;Olsztyn;Lubelska ;37;10-408  Olsztyn, Lubelska  37;Olsztyn;(89) 537-50-00;(89) 537-50-01;us2871@wm.mofnet.gov.pl;2871;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-skarbowy-w-olsztynie
527;warmińsko-mazurskie;UCS;Warmińsko-Mazurski Urząd Celno-Skarbowy w Olsztynie;10-413;Olsztyn;Dworcowa ;1;10-413 Olsztyn, Dworcowa  1;Olsztyn;89 539 72 68, 89 539 70 10                                                      ;89 539 70 11           89 539 70 16                                                      ;ucs@ols.mofnet.gov.pl;378000;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
528;warmińsko-mazurskie;DUCS;Delegatura UCS w Olsztynie;10-421;Olsztyn;Składowa ;5;10-421 Olsztyn, Składowa  5;Olsztyn;89 538-74-00                                                                    ;89 538 74 59                                                                    ;delegatura.olsztyn.ucs@ols.mofnet.gov.pl;371000;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
529;warmińsko-mazurskie;OC;Oddział Celny w Olsztynie;10-421;Olsztyn;Składowa ;5;10-421 Olsztyn, Składowa  5;Olsztyn;89 538 74 10, 89 538 75 02                                                      ;89 538 74 63                                                                    ;OC.Olsztyn@ols.mofnet.gov.pl;371010;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
530;warmińsko-mazurskie;OC;Oddział Celny w Korszach;11-430;Korsze;Dworcowa ;1A;11-430 Korsze, Dworcowa  1A;Korsze;89 754 09 34, 89 754 01 43                                                    ;89 754 09 34                                                                    ;OC.Korsze@ols.mofnet.gov.pl;371020;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
531;warmińsko-mazurskie;OC;Oddział Celny w Bezledach;11-200;Bezledy;;;11-200 Bezledy,  ;Bartoszyce;89 761 45 00, 89 761 45 01                                                      ;89 761 45 04                                                                    ;OC.Bezledy@ols.mofnet.gov.pl;371030;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
532;warmińsko-mazurskie;OC;Oddział Celny w Bartoszycach;11-200;Bartoszyce;Zbożowa ;8;11-200 Bartoszyce, Zbożowa  8;Bartoszyce;89 761 78 80                                                    ;89 764 04 13                                                                    ;OC.Bartoszyce@ols.mofnet.gov.pl;371040;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
533;warmińsko-mazurskie;OC;Oddział Celny w Ełku;19-300;Ełk;Przemysłowa ;10;19-300 Ełk, Przemysłowa  10;Ełk;87 621 80 74                                                                    ;87 610 83 83                                                                    ;OC.Elk@ols.mofnet.gov.pl;371050;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
534;warmińsko-mazurskie;OC;Oddział Celny w Gołdapi;19-500;Gołdap;;;19-500 Gołdap,  ;Gołdap;87 615 49 21                                                            ;87 615 27 40                                                                    ;OC.Goldap@ols.mofnet.gov.pl;371060;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
535;warmińsko-mazurskie;DUCS;Delegatura UCS w Elblągu;82-300;Elbląg;Warszawska ;129A;82-300 Elbląg, Warszawska  129A;Elbląg;55 236-54-01                                                                    ;55 236 54 06                                                                    ;delegatura.elblag.ucs@ols.mofnet.gov.pl;372000;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
536;warmińsko-mazurskie;OC;Oddział Celny w Elblągu;82-300;Elbląg;Warszawska ;129A;82-300 Elbląg, Warszawska  129A;Elbląg;55 236 54 02, 55 236 54 25                                                      ;55 236 54 70                                                                    ;OC.Elblag@ols.mofnet.gov.pl;372010;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
537;warmińsko-mazurskie;OC;Oddział Celny w Braniewie;14-500;Braniewo;Królewiecka ;55;14-500 Braniewo, Królewiecka  55;Braniewo;55 243-01-88                                                                    ;55 243 01 89                                                                    ;OC.Braniewo@ols.mofnet.gov.pl;372020;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
538;warmińsko-mazurskie;OC;Oddział Celny w Gronowie;14-500;Gronowo;skr. Pocztowa 85;;14-500 Gronowo, skr. Pocztowa 85 ;Braniewo;55 230 56 6255 230 56 71;55 243 01 68                                                                    ;OC.Gronowo@ols.mofnet.gov.pl;372030;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
539;warmińsko-mazurskie;OC;Oddział Celny w Iławie;14-200;Iława;Lubawska ;12;14-200 Iława, Lubawska  12;Iława;89 640 70 00            89 640 70 51                                                         ;89 648 50 09                                                                    ;OC.Ilawa@ols.mofnet.gov.pl;372040;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
540;warmińsko-mazurskie;OC;Oddział Celny w Grzechotkach;14-500;Grzechotki;;;14-500 Grzechotki,  ;Braniewo;55 221 15 20,55 221 15 12                                                        ;55 221 16 03                                                                    ;OC.Grzechotki@ols.mofnet.gov.pl;372050;www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
541;wielkopolskie;IAS;Izba Administracji Skarbowej w Poznaniu;61-726;Poznań;Plac Cyryla Ratajskiego ;5;61-726 Poznań, Plac Cyryla Ratajskiego  5;Poznań;(61) 858-61-00;(61) 852-22-24;is@wp.mofnet.gov.pl;3001;www.wielkopolskie.kas.gov.pl
542;wielkopolskie;US;Urząd Skarbowy w Czarnkowie;64-700;Czarnków;Wodna;8;64-700 Czarnków, Wodna 8;Czarnków;(67) 222-49-99;(67) 222-49-98;us3002@wp.mofnet.gov.pl;3002;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-czarnkowie
543;wielkopolskie;US;Urząd Skarbowy w Gnieźnie;62-200;Gniezno;Spichrzowa ;4;62-200 Gniezno, Spichrzowa  4;Gniezno;(61) 423-77-00;(61) 423-77-17;us3003@wp.mofnet.gov.pl;3003;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-gnieznie
544;wielkopolskie;US;Urząd Skarbowy w Gostyniu;63-800;Gostyń;Lipowa ;2;63-800 Gostyń, Lipowa  2;Gostyń;(65) 572-35-33;(65) 572-37-24;us3004@wp.mofnet.gov.pl;3004;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-gostyniu
545;wielkopolskie;US;Urząd Skarbowy w Grodzisku Wielkopolskim;62-065;Grodzisk Wielkopolski;Chopina ;7;62-065 Grodzisk Wielkopolski, Chopina  7;Grodzisk Wielkopolski;(61) 442-64-00;(61) 442-64-40;us3005@wp.mofnet.gov.pl;3005;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-grodzisku-wielkopolskim
546;wielkopolskie;US;Urząd Skarbowy w Jarocinie;63-200;Jarocin;Tadeusza Kościuszki ;21;63-200 Jarocin, Tadeusza Kościuszki  21;Jarocin;(62) 505-60-10;(62) 505-60-29;us3006@wp.mofnet.gov,pl;3006;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-jarocinie
547;wielkopolskie;US;Pierwszy Urząd Skarbowy w Kaliszu;62-800;Kalisz;Wrocławska ;12;62-800 Kalisz, Wrocławska  12;Kalisz;(62) 768-17-00;(62) 768-18-55;us3007@wp.mofnet.gov.pl;3007;www.wielkopolskie.kas.gov.plpierwszy-/urzad-skarbowy-w-kaliszu
548;wielkopolskie;US;Drugi Urząd Skarbowy w Kaliszu;62-800;Kalisz;Targowa ;1;62-800 Kalisz, Targowa  1;Kalisz;(62) 767-20-51;(62) 757-68-19;us3008@wp.mofnet.gov.pl;3008;www.wielkopolskie.kas.gov.pl/drugi-urzad-skarbowy-w-kaliszu
549;wielkopolskie;US;Urząd Skarbowy w Kępnie;63-600;Kępno;Rynek ;4;63-600 Kępno, Rynek  4;Kępno;(62) 782-93-00;(62) 782-31-19;us3009@wp.mofnet.gov.pl;3009;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-kepnie
550;wielkopolskie;US;Urząd Skarbowy w Kole;62-600;Koło;Bolesława Prusa ;10;62-600 Koło, Bolesława Prusa  10;Koło;(63) 262-85-00;(63) 262-85-50;us3010@wp.mofnet.gov.pl;3010;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-kole
551;wielkopolskie;US;Urząd Skarbowy w Koninie;62-510;Konin;Zakładowa ;7A;62-510 Konin, Zakładowa  7A;Konin;(63) 245-68-77;(63) 245-68-71;us3011@wp.mofnet.gov.pl;3011;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-koninie
552;wielkopolskie;US;Urząd Skarbowy w Kościanie;64-000;Kościan;Młyńska ;5;64-000 Kościan, Młyńska  5;Kościan;(65) 512-28-44;(65) 512-01-50;us3012@wp.mofnet.gov.pl;3012;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-koscianie
553;wielkopolskie;US;Urząd Skarbowy w Krotoszynie;63-700;Krotoszyn;Polna ;32;63-700 Krotoszyn, Polna  32;Krotoszyn;(62) 725-19-00;(62) 725-19-01;us3013@wp.mofnet.gov.pl;3013;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-krotoszynie
554;wielkopolskie;US;Urząd Skarbowy w Lesznie;64-100;Leszno;Adama Mickiewicza ;7;64-100 Leszno, Adama Mickiewicza  7;Leszno;(65) 525-83-00;(65) 528-70-68;us3014@wp.mofnet.gov.pl;3014;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-lesznie
555;wielkopolskie;US;Urząd Skarbowy w Międzychodzie;64-400;Międzychód;Marszałka Piłsudskiego ;2;64-400 Międzychód, Marszałka Piłsudskiego  2;Międzychód;(95) 748- 20-08;;us3015@wp.mofnet.gov.pl;3015;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-miedzychodzie
556;wielkopolskie;US;Urząd Skarbowy w Nowym Tomyślu;64-300;Nowy Tomyśl;Kolejowa ;38;64-300 Nowy Tomyśl, Kolejowa  38;Nowy Tomyśl;(61) 442-31-66;(61) 442-38-41;us3016@wp.mofnet.gov.pl;3016;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-nowym-tomyslu
557;wielkopolskie;US;Urząd Skarbowy w Ostrowie Wielkopolskim;63-400;Ostrów Wielkopolski;Chłapowskiego ;45;63-400 Ostrów Wielkopolski, Chłapowskiego  45;Ostrów Wielkopolski;(62) 595-51-00;(62) 595-52-50;us3017@wp.mofnet.gov.pl;3017;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-ostrowie-wielkopolskim
558;wielkopolskie;US;Urząd Skarbowy w Ostrzeszowie;63-500;Ostrzeszów;Władysława Grabskiego ;1;63-500 Ostrzeszów, Władysława Grabskiego  1;Ostrzeszów;(62) 587-03-00;(62) 586-00-11;us3018@wp.mofnet.gov.pl;3018;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-ostrzeszowie
559;wielkopolskie;US;Urząd Skarbowy w Pile;64-920;Piła;Kossaka ;106;64-920 Piła, Kossaka  106;Piła;(67) 352-60-00;(67) 351-26-96;us3019@wp.mofnet.gov.pl;3019;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-pile
560;wielkopolskie;US;Urząd Skarbowy Poznań - Grunwald;60-179;Poznań;Mariana Smoluchowskiego ;1;60-179 Poznań, Mariana Smoluchowskiego  1;Poznań;(61) 664-40-00;(61) 664-40-37;us3020@wp.mofnet.gov.pl;3020;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-grunwald
561;wielkopolskie;US;Urząd Skarbowy Poznań - Jeżyce;60-823;Poznań;Juliusza Słowackiego ;22;60-823 Poznań, Juliusza Słowackiego  22;Poznań;(61) 647-18-00;(61) 647-19-21;us3021@wp.mofnet.gov.pl;3021;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-jezyce
562;wielkopolskie;US;Urząd Skarbowy Poznań - Nowe Miasto;61-055;Poznań;Warszawska ;183/185;61-055 Poznań, Warszawska  183/185;Poznań;(61) 873-03-00;(61) 874-71-10;us3022@wp.mofnet.gov.pl;3022;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-nowe-miasto
563;wielkopolskie;US;Pierwszy Urząd Skarbowy w Poznaniu;60-965;Poznań;Dezyderego Chłapowskiego ;17/18;60-965 Poznań, Dezyderego Chłapowskiego  17/18;Poznań;(61) 657-87-87;(61) 657-82-20;us3023@wp.mofnet.gov.pl;3023;www.wielkopolskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-poznaniu
564;wielkopolskie;US;Urząd Skarbowy Poznań - Winogrady;60-685;Poznań;Zygmunta Wojciechowskiego ;3/5;60-685 Poznań, Zygmunta Wojciechowskiego  3/5;Poznań;(61) 827-01-00;(61) 827-01-01;us3025@wp.mofnet.gov.pl;3025;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-winogrady
565;wielkopolskie;US;Urząd Skarbowy Poznań - Wilda;61-558;Poznań;Wierzbięcice ;45;61-558 Poznań, Wierzbięcice  45;Poznań;(61) 832-88-00;(61) 833-38-12;us3026@wp.mofnet.gov.pl;3026;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-wilda
566;wielkopolskie;US;Urząd Skarbowy w Rawiczu;63-900;Rawicz;Stanisława Staszica ;4;63-900 Rawicz, Stanisława Staszica  4;Rawicz;(65) 546-61-00;(65) 546-61-52;us3027@wp.mofnet.gov.pl;3027;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-rawiczu
567;wielkopolskie;US;Urząd Skarbowy w Słupcy;62-400;Słupca;Wspólna ;1;62-400 Słupca, Wspólna  1;Słupca;(63) 274-39-60;(63) 274-39-75;us3028@wp.mofnet.gov.pl;3028;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-slupcy
568;wielkopolskie;US;Urząd Skarbowy w Szamotułach;64-500;Szamotuły;Bolesława Chrobrego ;17A;64-500 Szamotuły, Bolesława Chrobrego  17A;Szamotuły;(61) 292-06-14;(61) 292-06-40;us3029@wp.mofnet.gov.pl;3029;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-szamotulach
569;wielkopolskie;US;Urząd Skarbowy w Śremie;63-100;Śrem;Wojska Polskiego ;12;63-100 Śrem, Wojska Polskiego  12;Śrem;(61) 283-65-01;(61) 283-67-44;us3030@wp.mofnet.gov.pl;3030;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-sremie
570;wielkopolskie;US;Urząd Skarbowy w Środzie Wielkopolskiej;63-000;Środa Wielkopolska;Harcerska ;2;63-000 Środa Wielkopolska, Harcerska  2;Środa Wielkopolska;(61) 285-80-91;(61) 286-79-17;us3031@wp.mofnet.gov.pl;3031;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-srodzie-wielkopolskiej
571;wielkopolskie;US;Urząd Skarbowy w Turku;62-700;Turek;Konińska ;1;62-700 Turek, Konińska  1;Turek;(63) 280-44-44;(63) 278-83-30;us3032@wp.mofnet.gov.pl;3032;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-turku
572;wielkopolskie;US;Urząd Skarbowy w Wągrowcu;62-100;Wągrowiec;Tadeusza Kościuszki ;19A;62-100 Wągrowiec, Tadeusza Kościuszki  19A;Wągrowiec;(67) 268-11-00;(67) 268-11-63;us3033@wp.mofnet.gov.pl;3033;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-wagrowcu
573;wielkopolskie;US;Urząd Skarbowy w Wolsztynie;64-200;Wolsztyn;Dworcowa ;15;64-200 Wolsztyn, Dworcowa  15;Wolsztyn;(68) 347-55-00;(68) 347-55-38;us3034@wp.mofnet.gov.pl;3034;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-wolsztynie
574;wielkopolskie;US;Urząd Skarbowy we Wrześni;62-300;Września;Warszawska ;26;62-300 Września, Warszawska  26;Września;(61) 435-91-00;(61) 435-91-06;us3035@wp.mofnet.gov.pl;3035;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-wrzesni
575;wielkopolskie;US;Urząd Skarbowy w Złotowie;77-400;Złotów;Aleja Piasta ;25;77-400 Złotów, Aleja Piasta  25;Złotów;(67) 263-54-20;(67) 263-39-00;us3036@wp.mofnet.gov.pl;3036;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-zlotowie
576;wielkopolskie;US;Urząd Skarbowy w Chodzieży;64-800;Chodzież;Ofiar Gór Morzewskich ;1;64-800 Chodzież, Ofiar Gór Morzewskich  1;Chodzież;(67) 281-26-00;(67) 281-26-01;us3037@wp.mofnet.gov.pl;3037;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-chodziezy
577;wielkopolskie;US;Urząd Skarbowy w Obornikach;64-600;Oborniki;Rynek ;4;64-600 Oborniki, Rynek  4;Oborniki;(61) 297-54-00;(61) 297-54-01;us3038@wp.mofnet.gov.pl;3038;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-obornikach
578;wielkopolskie;US;Urząd Skarbowy w Pleszewie;63-300;Pleszew;Bogusza ;6;63-300 Pleszew, Bogusza  6;Pleszew;(62) 508-17-77;(62) 508-17-89;us3039@wp.mofnet.gov.pl;3039;www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-pleszewie
579;wielkopolskie;WUS;Pierwszy Wielkopolski Urząd Skarbowy w Poznaniu;60-818;Poznań;Henryka Sienkiewicza ;22;60-818 Poznań, Henryka Sienkiewicza  22;Poznań;(61) 225-45-50;(61) 225-46-58;us3071@wp.mofnet.gov.pl;3071;www.wielkopolskie.kas.gov.pl/pierwszy-wielkopolski-urząd-skarbowy-w-poznaniu
580;wielkopolskie;WUS;Drugi Wielkopolski Urząd Skarbowy w Kaliszu;62-800;Kalisz;Fabryczna;1A;62-800 Kalisz, Fabryczna 1A;Kalisz;(62) 768-20-20;(62) 768-20-40;us3072@wp.mofnet.gov.pl;3072;www.wielkopolskie.kas.gov.pl/drugi-wielkopolski-urząd-skarbowy-w-kaliszu
